human_gene_name,human_gene_acc,nmr_gene_name,nmr_gene_acc,perc_id,orthology_type,human_name_rep,nmr_name_rep,human_chr,nmr_chr
SNORA35B,ENSG00000271907,SNORA35B,ENSHGLG00000023466,95.3125,ortholog_one2one,1.0,1.0,X,X
SNORA38,ENSG00000200816,SNORA38,ENSHGLG00000023043,84.7328,ortholog_one2one,7.0,1.0,6,OX090908.1
SNORA4,ENSG00000263776,SNORA4,ENSHGLG00000021615,82.8358,ortholog_one2one,1.0,1.0,3,8
SNORA41,ENSG00000207406,SNORA41,ENSHGLG00000040137,86.3636,ortholog_one2one,2.0,1.0,2,25
SNORA44,ENSG00000273544,SNORA44,ENSHGLG00000035180,90.0,ortholog_one2one,1.0,1.0,1,7
SNORA46,ENSG00000207493,SNORA46,ENSHGLG00000023367,88.8889,ortholog_one2one,1.0,1.0,16,7
SNORA47,ENSG00000238961,SNORA47,ENSHGLG00000025140,81.0219,ortholog_one2one,1.0,1.0,5,16
SNORA50C,ENSG00000277887,SNORA50C,ENSHGLG00000040356,82.4427,ortholog_one2one,1.0,1.0,17,20
SNORA51,ENSG00000271798,SNORA51,ENSHGLG00000023631,90.9091,ortholog_one2one,1.0,1.0,20,15
SNORA52,ENSG00000199785,SNORA52,ENSHGLG00000024055,80.597,ortholog_one2one,1.0,1.0,11,OX090908.1
SNORA55,ENSG00000201457,SNORA55,ENSHGLG00000021583,90.2985,ortholog_one2one,1.0,1.0,1,7
SNORA58B,ENSG00000201129,SNORA58B,ENSHGLG00000024534,64.7059,ortholog_one2one,1.0,1.0,1,19
SNORA5A,ENSG00000206838,SNORA5A,ENSHGLG00000022639,81.0606,ortholog_one2one,1.0,1.0,7,1
SNORA5C,ENSG00000201772,SNORA5C,ENSHGLG00000022638,87.3134,ortholog_one2one,1.0,1.0,7,1
SNORA6,ENSG00000206760,SNORA62,ENSHGLG00000022844,80.4196,ortholog_one2one,1.0,3.0,3,7
SNORA60,ENSG00000199266,SNORA71,ENSHGLG00000042330,89.4737,ortholog_one2one,1.0,6.0,20,15
SNORA61,ENSG00000278274,SNORA61,ENSHGLG00000025145,83.8462,ortholog_one2one,1.0,1.0,1,7
SNORA63B,ENSG00000200418,SNORA63,ENSHGLG00000034634,86.9919,ortholog_one2one,1.0,5.0,3,8
SNORA64,ENSG00000207405,SNORA64,ENSHGLG00000040832,79.2308,ortholog_one2one,2.0,1.0,16,23
SNORA67,ENSG00000277985,SNORA67,ENSHGLG00000022239,83.2117,ortholog_one2one,1.0,1.0,17,20
SNORA68,ENSG00000207166,SNORA68,ENSHGLG00000021628,84.8485,ortholog_one2one,1.0,1.0,19,29
SNORA69,ENSG00000206622,SNORA69,ENSHGLG00000023811,94.697,ortholog_one2one,1.0,1.0,X,X
SNORA74A,ENSG00000200959,SNORA74,ENSHGLG00000021571,86.3636,ortholog_one2one,1.0,2.0,5,6
SNORA79B,ENSG00000222489,SNORA79B,ENSHGLG00000023626,86.4865,ortholog_one2one,2.0,1.0,14,2
SNORA81,ENSG00000221420,SNORA81,ENSHGLG00000024164,91.0112,ortholog_one2one,1.0,1.0,3,8
SNORD10,ENSG00000238917,SNORD10,ENSHGLG00000023982,74.8201,ortholog_one2one,1.0,1.0,17,20
SNORD100,ENSG00000221500,SNORD100,ENSHGLG00000024512,86.8421,ortholog_one2one,1.0,1.0,6,1
SNORD101,ENSG00000206754,SNORD101,ENSHGLG00000024250,95.8904,ortholog_one2one,1.0,1.0,6,1
SNORD102,ENSG00000207500,SNORD102,ENSHGLG00000022836,94.3662,ortholog_one2one,1.0,1.0,13,11
SNORD104,ENSG00000199753,SNORD104,ENSHGLG00000024186,91.1765,ortholog_one2one,1.0,1.0,17,20
SNORD105,ENSG00000209645,SNORD105,ENSHGLG00000024518,85.0,ortholog_one2one,1.0,1.0,19,29
SNORD105B,ENSG00000238531,SNORD105B,ENSHGLG00000021594,78.481,ortholog_one2one,1.0,1.0,19,29
SNORD107,ENSG00000276314,SNORD107,ENSHGLG00000022810,84.7222,ortholog_one2one,1.0,1.0,15,15
SNORD110,ENSG00000221116,SNORD110,ENSHGLG00000022955,94.3662,ortholog_one2one,1.0,1.0,20,15
SNORD111,ENSG00000221066,SNORD111,ENSHGLG00000024179,87.3563,ortholog_one2one,1.0,1.0,16,7
SNORD111B,ENSG00000221514,SNORD111B,ENSHGLG00000024180,94.8718,ortholog_one2one,1.0,1.0,16,7
SNORD113-1,ENSG00000202191,SNORD113-1,ENSHGLG00000041455,62.3188,ortholog_one2one,1.0,1.0,14,26
SNORD113-4,ENSG00000201672,SNORD113-4,ENSHGLG00000021443,85.3333,ortholog_one2one,1.0,1.0,14,26
SNORD113-6,ENSG00000200215,SNORD113-6,ENSHGLG00000021450,87.6712,ortholog_one2one,1.0,1.0,14,26
SNORD113-8,ENSG00000200367,SNORD113-8,ENSHGLG00000021446,87.8378,ortholog_one2one,1.0,1.0,14,26
SNORD113-9,ENSG00000201950,SNORD113-9,ENSHGLG00000021455,86.1111,ortholog_one2one,1.0,1.0,14,26
SNORD11B,ENSG00000271852,SNORD11B,ENSHGLG00000021566,91.6667,ortholog_one2one,1.0,1.0,2,25
SNORD12,ENSG00000212304,SNORD12,ENSHGLG00000021470,81.1111,ortholog_one2one,1.0,1.0,20,15
SNORD121A,ENSG00000238886,SNORD121A,ENSHGLG00000022956,95.0617,ortholog_one2one,1.0,1.0,9,12
SNORD121B,ENSG00000238300,SNORD121B,ENSHGLG00000022957,88.4615,ortholog_one2one,1.0,1.0,9,12
SNORD123,ENSG00000239112,SNORD123,ENSHGLG00000023462,95.7143,ortholog_one2one,1.0,1.0,5,16
SNORD124,ENSG00000238793,SNORD124,ENSHGLG00000022013,72.1154,ortholog_one2one,1.0,1.0,17,20
SNORD125,ENSG00000239127,SNORD125,ENSHGLG00000021614,86.4583,ortholog_one2one,1.0,1.0,22,23
SNORD126,ENSG00000238344,SNORD126,ENSHGLG00000021624,93.5065,ortholog_one2one,2.0,1.0,14,2
SNORD127,ENSG00000239043,SNORD127,ENSHGLG00000021588,94.186,ortholog_one2one,1.0,1.0,14,2
SNORD12B,ENSG00000222365,SNORD12B,ENSHGLG00000021469,89.011,ortholog_one2one,1.0,1.0,20,15
SNORD12C,ENSG00000209042,SNORD12C,ENSHGLG00000021468,85.3933,ortholog_one2one,1.0,1.0,20,15
SNORD14E,ENSG00000200879,SNORD14,ENSHGLG00000023618,80.0,ortholog_one2one,1.0,2.0,11,5
SNORD15A,ENSG00000206941,SNORD15,ENSHGLG00000022232,84.3537,ortholog_one2one,1.0,2.0,11,5
SNORD17,ENSG00000212232,SNORD17,ENSHGLG00000021595,76.4444,ortholog_one2one,1.0,1.0,20,15
SNORD19,ENSG00000212493,SNORD19,ENSHGLG00000037224,86.7647,ortholog_one2one,1.0,1.0,3,9
SNORD19B,ENSG00000238862,SNORD19B,ENSHGLG00000022975,79.2683,ortholog_one2one,1.0,1.0,3,9
SNORD1B,ENSG00000199961,SNORD1B,ENSHGLG00000022228,88.75,ortholog_one2one,1.0,1.0,17,20
SNORD1C,ENSG00000274091,SNORD1C,ENSHGLG00000022229,81.5789,ortholog_one2one,1.0,1.0,17,20
SNORD2,ENSG00000238942,SNORD2,ENSHGLG00000022277,97.1014,ortholog_one2one,1.0,1.0,3,8
SNORD20,ENSG00000207280,SNORD20,ENSHGLG00000022023,94.9367,ortholog_one2one,1.0,1.0,2,25
SNORD21,ENSG00000206680,SNORD21,ENSHGLG00000022899,95.7895,ortholog_one2one,1.0,1.0,1,19
SNORD23,ENSG00000221803,SNORD23,ENSHGLG00000023369,86.2385,ortholog_one2one,1.0,1.0,19,29
SNORD24,ENSG00000206611,SNORD24,ENSHGLG00000023995,90.6667,ortholog_one2one,2.0,2.0,9,12
SNORD26,ENSG00000276788,SNORD26,ENSHGLG00000024387,89.0411,ortholog_one2one,1.0,1.0,11,22
SNORD27,ENSG00000275996,SNORD27,ENSHGLG00000021631,83.8235,ortholog_one2one,2.0,1.0,11,22
SNORD28,ENSG00000274544,SNORD28,ENSHGLG00000022024,85.1351,ortholog_one2one,1.0,1.0,11,22
SNORD29,ENSG00000223004,SNORD29,ENSHGLG00000025132,72.3077,ortholog_one2one,1.0,1.0,5,22
SNORD30,ENSG00000212611,SNORD30,ENSHGLG00000035171,85.7143,ortholog_one2one,2.0,1.0,X,22
SNORD31B,ENSG00000201847,SNORD31,ENSHGLG00000022386,84.058,ortholog_one2one,1.0,1.0,13,22
SNORD34,ENSG00000202503,SNORD34,ENSHGLG00000021959,78.8732,ortholog_one2one,1.0,1.0,19,29
SNORD35B,ENSG00000200530,SNORD35B,ENSHGLG00000024333,82.7586,ortholog_one2one,1.0,1.0,19,29
SNORD37,ENSG00000206775,SNORD37,ENSHGLG00000024389,81.5385,ortholog_one2one,1.0,1.0,19,29
SNORD42A,ENSG00000238649,SNORD42,ENSHGLG00000022400,78.125,ortholog_one2one,1.0,2.0,17,20
SNORD43,ENSG00000263764,SNORD43,ENSHGLG00000024216,93.75,ortholog_one2one,1.0,1.0,22,5
SNORD45B,ENSG00000201487,SNORD45B,ENSHGLG00000023373,87.5,ortholog_one2one,1.0,1.0,1,19
SNORD45C,ENSG00000206620,SNORD45C,ENSHGLG00000023374,96.2025,ortholog_one2one,1.0,1.0,1,19
SNORD46,ENSG00000200913,SNORD46,ENSHGLG00000023700,90.3846,ortholog_one2one,1.0,1.0,1,7
SNORD4A,ENSG00000238578,SNORD4A,ENSHGLG00000021586,80.5556,ortholog_one2one,1.0,1.0,17,20
SNORD4B,ENSG00000238597,SNORD4B,ENSHGLG00000021587,91.6667,ortholog_one2one,1.0,1.0,17,20
SNORD50B,ENSG00000275072,SNORD50B,ENSHGLG00000023579,88.5714,ortholog_one2one,1.0,1.0,6,1
SNORD51,ENSG00000207047,SNORD51,ENSHGLG00000024517,92.4051,ortholog_one2one,2.0,1.0,2,25
SNORD52,ENSG00000201754,SNORD52,ENSHGLG00000022417,92.5373,ortholog_one2one,5.0,1.0,6,13
SNORD53,ENSG00000265145,SNORD53,ENSHGLG00000022864,90.9091,ortholog_one2one,1.0,1.0,2,4
SNORD53B,ENSG00000265706,SNORD53B,ENSHGLG00000022863,93.5065,ortholog_one2one,1.0,1.0,2,4
SNORD54,ENSG00000238650,SNORD54,ENSHGLG00000021534,83.5821,ortholog_one2one,1.0,1.0,8,OX090908.1
SNORD56,ENSG00000229686,SNORD56,ENSHGLG00000024386,88.5714,ortholog_one2one,1.0,1.0,20,15
SNORD57,ENSG00000226572,SNORD57,ENSHGLG00000024052,92.9577,ortholog_one2one,1.0,1.0,20,15
SNORD58C,ENSG00000202093,SNORD58,ENSHGLG00000043177,90.625,ortholog_one2one,1.0,3.0,18,18
SNORD59A,ENSG00000207031,SNORD59A,ENSHGLG00000023706,93.3333,ortholog_one2one,1.0,1.0,12,17
SNORD60,ENSG00000206630,SNORD60,ENSHGLG00000023049,85.5422,ortholog_one2one,1.0,1.0,16,23
SNORD61,ENSG00000206979,SNORD61,ENSHGLG00000022337,93.0556,ortholog_one2one,1.0,1.0,X,X
SNORD64,ENSG00000276610,SNORD64,ENSHGLG00000023366,77.6119,ortholog_one2one,1.0,1.0,15,15
SNORD68,ENSG00000200084,SNORD68,ENSHGLG00000022900,83.3333,ortholog_one2one,1.0,1.0,16,7
SNORD69,ENSG00000212452,SNORD69,ENSHGLG00000024043,88.3117,ortholog_one2one,1.0,1.0,3,9
SNORD7,ENSG00000207297,SNORD7,ENSHGLG00000021629,91.7526,ortholog_one2one,1.0,1.0,17,20
SNORD70,ENSG00000212534,SNORD70,ENSHGLG00000024413,90.9091,ortholog_one2one,1.0,1.0,2,25
SNORD70B,ENSG00000212309,SNORD70B,ENSHGLG00000024414,95.2941,ortholog_one2one,1.0,1.0,2,25
SNORD71,ENSG00000223224,SNORD71,ENSHGLG00000023053,87.2093,ortholog_one2one,1.0,1.0,16,7
SNORD72,ENSG00000212296,SNORD72,ENSHGLG00000022865,86.25,ortholog_one2one,1.0,1.0,5,16
SNORD73B,ENSG00000201264,SNORD73,ENSHGLG00000021551,91.6667,ortholog_one2one,2.0,2.0,4,3
SNORD8,ENSG00000200785,SNORD8,ENSHGLG00000022941,90.8257,ortholog_one2one,1.0,1.0,14,2
SNORD82,ENSG00000202400,SNORD82,ENSHGLG00000023614,84.2857,ortholog_one2one,1.0,1.0,2,25
SNORD83B,ENSG00000209480,SNORD83B,ENSHGLG00000021590,88.172,ortholog_one2one,1.0,1.0,22,5
SNORD84,ENSG00000265236,SNORD83,ENSHGLG00000022027,87.1795,ortholog_one2one,7.0,2.0,6,OX090908.1
SNORD86,ENSG00000212498,SNORD86,ENSHGLG00000022971,90.6977,ortholog_one2one,1.0,1.0,20,15
SNORD89,ENSG00000212283,SNORD89,ENSHGLG00000023076,86.8421,ortholog_one2one,1.0,1.0,2,4
SNORD90,ENSG00000212447,SNORD90,ENSHGLG00000021520,91.8919,ortholog_one2one,1.0,1.0,9,12
SNORD92,ENSG00000264994,SNORD92,ENSHGLG00000022862,95.2941,ortholog_one2one,1.0,1.0,2,4
SNORD93,ENSG00000221740,SNORD93,ENSHGLG00000024508,89.0411,ortholog_one2one,1.0,1.0,7,14
SNORD94,ENSG00000208772,SNORD94,ENSHGLG00000023054,94.8148,ortholog_one2one,1.0,1.0,2,4
SNORD95,ENSG00000264549,SNORD95,ENSHGLG00000024999,83.8235,ortholog_one2one,1.0,1.0,5,OX090908.1
SNORD97,ENSG00000238622,SNORD97,ENSHGLG00000024631,95.5556,ortholog_one2one,1.0,1.0,11,5
SNORD98,ENSG00000283551,SNORD98,ENSHGLG00000022325,98.4615,ortholog_one2one,1.0,1.0,10,13
SNORD99,ENSG00000221539,SNORD99,ENSHGLG00000021626,93.2432,ortholog_one2one,1.0,1.0,1,7
SNPH,ENSG00000101298,SNPH,ENSHGLG00000034370,85.6877,ortholog_one2one,1.0,1.0,20,15
SNRK,ENSG00000163788,SNRK,ENSHGLG00000013982,90.3268,ortholog_one2one,1.0,1.0,3,8
SNRNP200,ENSG00000144028,SNRNP200,ENSHGLG00000006654,99.7191,ortholog_one2one,1.0,1.0,2,4
SNRNP25,ENSG00000161981,SNRNP25,ENSHGLG00000002464,98.374,ortholog_one2one,1.0,1.0,16,23
SNRNP27,ENSG00000124380,SNRNP27,ENSHGLG00000043551,93.5484,ortholog_one2one,1.0,1.0,2,4
SNRNP35,ENSG00000184209,SNRNP35,ENSHGLG00000017961,91.0569,ortholog_one2one,1.0,1.0,12,23
SNRNP48,ENSG00000168566,SNRNP48,ENSHGLG00000015241,91.4454,ortholog_one2one,1.0,1.0,6,9
SNRPA1,ENSG00000131876,SNRPA1,ENSHGLG00000012987,98.8235,ortholog_one2one,1.0,1.0,15,15
SNRPB,ENSG00000125835,SNRPB,ENSHGLG00000036511,92.6407,ortholog_one2one,1.0,1.0,20,15
SNRPB2,ENSG00000125870,SNRPB2,ENSHGLG00000006969,96.4286,ortholog_one2one,1.0,1.0,20,15
SNTA1,ENSG00000101400,SNTA1,ENSHGLG00000006583,92.1844,ortholog_one2one,1.0,1.0,20,15
SNTB2,ENSG00000168807,SNTB2,ENSHGLG00000015510,96.2963,ortholog_one2one,2.0,1.0,16,7
SNTG1,ENSG00000147481,SNTG1,ENSHGLG00000005037,96.9052,ortholog_one2one,1.0,1.0,8,10
SNTN,ENSG00000188817,SNTN,ENSHGLG00000038920,71.1111,ortholog_one2one,1.0,1.0,3,9
SNU13,ENSG00000100138,NHP2L1,ENSHGLG00000018808,99.2188,ortholog_one2one,1.0,1.0,22,5
SNW1,ENSG00000100603,SNW1,ENSHGLG00000019174,98.694,ortholog_one2one,1.0,1.0,14,26
SNX1,ENSG00000028528,SNX1,ENSHGLG00000015096,93.295,ortholog_one2one,1.0,1.0,15,27
SNX11,ENSG00000002919,SNX11,ENSHGLG00000016837,79.6296,ortholog_one2one,1.0,1.0,17,20
SNX13,ENSG00000071189,SNX13,ENSHGLG00000018267,97.0742,ortholog_one2one,1.0,1.0,7,14
SNX15,ENSG00000110025,SNX15,ENSHGLG00000012842,90.9357,ortholog_one2one,1.0,1.0,11,22
SNX16,ENSG00000104497,SNX16,ENSHGLG00000008885,91.5698,ortholog_one2one,1.0,1.0,8,21
SNX17,ENSG00000115234,SNX17,ENSHGLG00000008791,98.7234,ortholog_one2one,1.0,1.0,2,4
SNX19,ENSG00000120451,SNX19,ENSHGLG00000001442,83.3669,ortholog_one2one,1.0,1.0,11,5
SNX2,ENSG00000205302,SNX2,ENSHGLG00000004121,97.6879,ortholog_one2one,1.0,1.0,5,6
SNX20,ENSG00000167208,SNX20,ENSHGLG00000004254,77.5316,ortholog_one2one,1.0,1.0,16,7
SNX21,ENSG00000124104,SNX21,ENSHGLG00000017049,93.0939,ortholog_one2one,1.0,1.0,20,15
SNX22,ENSG00000157734,SNX22,ENSHGLG00000016133,68.9119,ortholog_one2one,1.0,1.0,15,27
SNX24,ENSG00000064652,SNX24,ENSHGLG00000044370,95.858,ortholog_one2one,1.0,1.0,5,6
SNX27,ENSG00000143376,SNX27,ENSHGLG00000004841,97.597,ortholog_one2one,1.0,1.0,1,19
SNX29,ENSG00000048471,SNX29,ENSHGLG00000012310,89.0212,ortholog_one2one,1.0,1.0,16,23
SNX3,ENSG00000112335,SNX3,ENSHGLG00000003277,99.3827,ortholog_one2one,1.0,1.0,6,1
SNX30,ENSG00000148158,SNX33,ENSHGLG00000032746,96.3387,ortholog_one2one,1.0,1.0,9,27
SNX31,ENSG00000174226,SNX31,ENSHGLG00000005963,82.7273,ortholog_one2one,1.0,1.0,8,21
SNX33,ENSG00000173548,SNX33,ENSHGLG00000032746,92.8196,ortholog_one2one,1.0,1.0,15,27
SNX5,ENSG00000089006,SNX5,ENSHGLG00000017606,95.2736,ortholog_one2one,1.0,1.0,20,15
SNX9,ENSG00000130340,SNX9,ENSHGLG00000002011,91.5966,ortholog_one2one,1.0,1.0,6,1
SOAT1,ENSG00000057252,SOAT1,ENSHGLG00000014569,82.9091,ortholog_one2one,1.0,1.0,1,24
SOAT2,ENSG00000167780,SOAT2,ENSHGLG00000001722,83.7165,ortholog_one2one,1.0,1.0,12,17
SOBP,ENSG00000112320,SOBP,ENSHGLG00000006724,96.4327,ortholog_one2one,1.0,1.0,6,1
SOCS3,ENSG00000184557,SOCS3,ENSHGLG00000040753,94.6667,ortholog_one2one,1.0,1.0,17,20
SOCS4,ENSG00000180008,SOCS4,ENSHGLG00000041390,80.8153,ortholog_one2one,1.0,1.0,14,2
SOCS5,ENSG00000171150,SOCS5,ENSHGLG00000006519,95.8955,ortholog_one2one,1.0,1.0,2,4
SOCS7,ENSG00000274211,SOCS4,ENSHGLG00000041390,93.1783,ortholog_one2one,2.0,1.0,17,2
SOD1,ENSG00000142168,SOD1,ENSHGLG00000037309,84.9673,ortholog_one2one,1.0,1.0,21,2
SOD3,ENSG00000109610,SOD3,ENSHGLG00000047646,72.9167,ortholog_one2one,1.0,1.0,4,10
SOHLH2,ENSG00000120669,SOHLH2,ENSHGLG00000010793,71.7647,ortholog_one2one,1.0,1.0,13,11
SORBS1,ENSG00000095637,SORBS1,ENSHGLG00000009457,80.1084,ortholog_one2one,1.0,1.0,10,13
SORBS2,ENSG00000154556,SORBS2,ENSHGLG00000018081,85.6923,ortholog_one2one,1.0,1.0,4,6
SORBS3,ENSG00000120896,SORBS3,ENSHGLG00000014875,84.9478,ortholog_one2one,1.0,1.0,8,6
SORCS1,ENSG00000108018,SORCS1,ENSHGLG00000002729,85.9348,ortholog_one2one,1.0,1.0,10,13
SORCS2,ENSG00000184985,SORCS2,ENSHGLG00000014243,86.3837,ortholog_one2one,1.0,1.0,4,10
SORCS3,ENSG00000156395,SORCS3,ENSHGLG00000001754,92.4855,ortholog_one2one,1.0,1.0,10,13
SORD,ENSG00000140263,SORD,ENSHGLG00000039417,87.9552,ortholog_one2one,1.0,1.0,15,2
SORT1,ENSG00000134243,SORT1,ENSHGLG00000015001,93.5018,ortholog_one2one,1.0,1.0,1,19
SOS1,ENSG00000115904,SOS1,ENSHGLG00000008560,97.7494,ortholog_one2one,1.0,1.0,2,4
SOS2,ENSG00000100485,SOS2,ENSHGLG00000011807,97.2561,ortholog_one2one,1.0,1.0,14,2
SOST,ENSG00000167941,SOST,ENSHGLG00000012172,77.6119,ortholog_one2one,1.0,1.0,17,20
SOSTDC1,ENSG00000171243,SOSTDC1,ENSHGLG00000011339,97.0874,ortholog_one2one,1.0,1.0,7,14
SOWAHA,ENSG00000198944,SOWAHA,ENSHGLG00000049840,77.9245,ortholog_one2one,1.0,1.0,5,4
SOWAHD,ENSG00000187808,SOWAHD,ENSHGLG00000048082,75.974,ortholog_one2one,1.0,1.0,X,X
SOX1,ENSG00000182968,SOX1,ENSHGLG00000049467,97.8552,ortholog_one2one,1.0,1.0,13,11
SOX10,ENSG00000100146,SOX10,ENSHGLG00000049286,97.4249,ortholog_one2one,1.0,1.0,22,5
SOX11,ENSG00000176887,SOX11,ENSHGLG00000036486,90.2494,ortholog_one2one,1.0,1.0,2,27
SOX13,ENSG00000143842,SOX13,ENSHGLG00000004023,90.3537,ortholog_one2one,1.0,1.0,1,24
SOX14,ENSG00000168875,SOX14,ENSHGLG00000014184,99.1667,ortholog_one2one,1.0,1.0,3,8
SOX17,ENSG00000164736,SOX17,ENSHGLG00000009392,89.5631,ortholog_one2one,1.0,1.0,8,10
SOX18,ENSG00000203883,SOX18,ENSHGLG00000041364,84.375,ortholog_one2one,1.0,1.0,20,15
SOX2,ENSG00000181449,SOX2,ENSHGLG00000046210,98.4227,ortholog_one2one,1.0,1.0,3,8
SOX3,ENSG00000134595,SOX3,ENSHGLG00000039208,95.614,ortholog_one2one,1.0,1.0,X,X
SOX30,ENSG00000039600,SOX30,ENSHGLG00000009847,76.494,ortholog_one2one,1.0,1.0,5,4
SOX4,ENSG00000124766,SOX4,ENSHGLG00000046025,84.3049,ortholog_one2one,1.0,1.0,6,9
SOX5,ENSG00000134532,SOX5,ENSHGLG00000016643,99.2136,ortholog_one2one,1.0,1.0,12,5
SOX6,ENSG00000110693,SOX6,ENSHGLG00000013237,97.2222,ortholog_one2one,1.0,1.0,11,5
SOX7,ENSG00000171056,SOX7,ENSHGLG00000007410,88.2812,ortholog_one2one,2.0,1.0,8,6
SOX8,ENSG00000005513,SOX8,ENSHGLG00000035960,82.5112,ortholog_one2one,1.0,1.0,16,23
SOX9,ENSG00000125398,SOX9,ENSHGLG00000045340,96.8379,ortholog_one2one,1.0,1.0,17,20
SP1,ENSG00000185591,AMHR2,ENSHGLG00000001375,89.9363,ortholog_one2one,1.0,1.0,12,17
SP100,ENSG00000067066,SP100,ENSHGLG00000003347,54.9425,ortholog_one2one,1.0,1.0,2,25
SP2,ENSG00000167182,SP2,ENSHGLG00000009902,90.3752,ortholog_one2one,1.0,1.0,17,20
SP3,ENSG00000172845,SP3,ENSHGLG00000007831,97.0361,ortholog_one2one,1.0,1.0,2,3
SP4,ENSG00000105866,SP4,ENSHGLG00000014842,97.9592,ortholog_one2one,1.0,1.0,7,14
SP5,ENSG00000204335,SP5,ENSHGLG00000044879,95.202,ortholog_one2one,1.0,1.0,2,3
SP6,ENSG00000189120,SP6,ENSHGLG00000021113,95.7447,ortholog_one2one,1.0,1.0,17,20
SP7,ENSG00000170374,SP7,ENSHGLG00000000980,93.7355,ortholog_one2one,2.0,1.0,12,17
SP8,ENSG00000164651,SP8,ENSHGLG00000041939,60.9544,ortholog_one2one,1.0,1.0,7,14
SP9,ENSG00000217236,SP9,ENSHGLG00000007443,99.793,ortholog_one2one,1.0,1.0,2,3
SPA17,ENSG00000064199,SPA17,ENSHGLG00000003025,75.8333,ortholog_one2one,1.0,1.0,11,5
SPACA1,ENSG00000118434,SPACA1,ENSHGLG00000001297,67.6871,ortholog_one2one,1.0,1.0,6,1
SPACA3,ENSG00000141316,SPACA3,ENSHGLG00000015911,76.875,ortholog_one2one,1.0,1.0,17,20
SPACA4,ENSG00000177202,SPACA4,ENSHGLG00000033285,71.7742,ortholog_one2one,1.0,1.0,19,29
SPACA6,ENSG00000182310,SPACA6,ENSHGLG00000005223,61.1111,ortholog_one2one,1.0,1.0,19,29
SPACA9,ENSG00000165698,SPACA9,ENSHGLG00000014500,82.4324,ortholog_one2one,1.0,1.0,9,12
SPAG1,ENSG00000104450,SPAG1,ENSHGLG00000004354,77.5194,ortholog_one2one,1.0,1.0,8,21
SPAG17,ENSG00000155761,SPAG17,ENSHGLG00000009162,78.8577,ortholog_one2one,1.0,1.0,1,19
SPAG4,ENSG00000061656,SPAG4,ENSHGLG00000017758,67.5481,ortholog_one2one,1.0,1.0,20,15
SPAG5,ENSG00000076382,SPAG5,ENSHGLG00000015468,76.9489,ortholog_one2one,1.0,1.0,17,20
SPAG6,ENSG00000077327,SPAG6,ENSHGLG00000005164,91.1243,ortholog_one2one,1.0,1.0,10,OX090908.1
SPAG8,ENSG00000137098,SPAG8,ENSHGLG00000018211,62.3762,ortholog_one2one,1.0,1.0,9,12
SPAG9,ENSG00000008294,SPAG9,ENSHGLG00000010556,95.9122,ortholog_one2one,1.0,1.0,17,20
SPAM1,ENSG00000106304,SPAM1,ENSHGLG00000006133,60.7073,ortholog_one2one,1.0,1.0,7,14
SPARC,ENSG00000113140,SPARC,ENSHGLG00000016693,95.3795,ortholog_one2one,1.0,1.0,5,4
SPARCL1,ENSG00000152583,SPARCL1,ENSHGLG00000011108,76.4079,ortholog_one2one,1.0,1.0,4,8
SPATA1,ENSG00000122432,SPATA1,ENSHGLG00000005825,75.0,ortholog_one2one,1.0,1.0,1,19
SPATA16,ENSG00000144962,SPATA16,ENSHGLG00000011913,81.1951,ortholog_one2one,1.0,1.0,3,8
SPATA17,ENSG00000162814,SPATA17,ENSHGLG00000037088,75.3463,ortholog_one2one,1.0,1.0,1,24
SPATA18,ENSG00000163071,SPATA18,ENSHGLG00000040259,78.9963,ortholog_one2one,1.0,1.0,4,10
SPATA19,ENSG00000166118,SPATA19,ENSHGLG00000002136,75.974,ortholog_one2one,1.0,1.0,11,5
SPATA2,ENSG00000158480,SPATA2,ENSHGLG00000000487,87.1154,ortholog_one2one,1.0,1.0,20,15
SPATA20,ENSG00000006282,SPATA20,ENSHGLG00000019135,86.2843,ortholog_one2one,1.0,1.0,17,20
SPATA22,ENSG00000141255,SPATA22,ENSHGLG00000011576,79.0634,ortholog_one2one,1.0,1.0,17,20
SPATA25,ENSG00000149634,SPATA25,ENSHGLG00000009174,75.6757,ortholog_one2one,1.0,1.0,20,15
SPATA2L,ENSG00000158792,SPATA2L,ENSHGLG00000010915,87.2642,ortholog_one2one,1.0,1.0,16,7
SPATA3,ENSG00000173699,SPATA3,ENSHGLG00000002652,59.0643,ortholog_one2one,1.0,1.0,2,25
SPATA31G1,ENSG00000174038,SPATA31G1,ENSHGLG00000002504,53.1047,ortholog_one2one,1.0,1.0,9,12
SPATA4,ENSG00000150628,SPATA4,ENSHGLG00000005881,60.9836,ortholog_one2one,1.0,1.0,4,6
SPATA46,ENSG00000171722,SPATA46,ENSHGLG00000032913,61.0169,ortholog_one2one,1.0,1.0,1,28
SPATA6,ENSG00000132122,SPATA6,ENSHGLG00000014205,87.9098,ortholog_one2one,1.0,1.0,1,7
SPATA6L,ENSG00000106686,SPATA6L,ENSHGLG00000018477,73.4694,ortholog_one2one,1.0,1.0,9,12
SPATA7,ENSG00000042317,SPATA7,ENSHGLG00000018744,71.4836,ortholog_one2one,1.0,1.0,14,26
SPATA9,ENSG00000145757,SPATA9,ENSHGLG00000004797,70.7627,ortholog_one2one,1.0,1.0,5,6
SPATC1,ENSG00000186583,SPATC1,ENSHGLG00000005830,68.3587,ortholog_one2one,1.0,1.0,8,10
